,IPC_CHL,FX_ARG,IPC_ARG,FX_ARG_BLUE,FX_PER,IPC_PER,FX_BOL,IPC_BOL,FX_BRA,IPC_BRA,FX_USA,IPC_USA,FX_CAN,IPC_CAN,FX_ESP,IPC_ESP,FX_FRA,IPC_FRA,FX_DEU,IPC_DEU,FX_GBR,IPC_GBR,FX_CHN,IPC_CHN,FX_AUS,IPC_AUS
2006-03-01,4.0,171.93521739130435,,,158.52652173913043,89.13349730408717,67.09755528908856,77.2751711530878,246.16260869565212,0.4299404097124989,528.7708695652174,199.7,457.5221739130435,115.59397179905874,635.5704347826087,121.89523593296946,635.5704347826087,112.06701694304536,635.5704347826087,109.72651419536474,922.6278260869564,2.0,65.80521739130435,0.8,384.7495652173913,121.97228041882688
2006-04-01,3.8,168.67631578947368,,,155.28263157894736,89.26531991428585,66.51933245931986,77.82775965685735,242.96947368421053,0.2099672217837048,517.3263157894737,200.7,451.4089473684211,115.78507623302596,634.4215789473684,122.24671776567516,634.4215789473684,112.222267065962,634.4215789473684,109.86971968343626,913.0347368421052,2.2,64.55105263157895,1.2,380.1331578947368,122.32789426862712
2006-05-01,3.7,170.51727272727274,,,158.91363636363636,89.39714252448454,65.50286947702774,78.3803481606269,240.37136363636364,0.1001074797360029,520.7940909090909,201.3,469.23409090909087,115.97649660824956,665.1886363636363,122.59921308736408,665.1886363636363,112.377732261978,665.1886363636363,110.0131120708362,973.4118181818184,2.4,64.98772727272727,1.4,398.0268181818182,122.68454492129553
2006-06-01,3.9,176.126,,,166.189,89.52896513468322,67.63971890037276,78.93293666439645,240.9805,-0.2100929913443259,542.46,201.8,487.2345,116.16823344705588,687.4404999999999,122.95272482040608,687.4404999999999,112.53341282904114,687.4404999999999,110.1566916014893,1000.979,2.6,67.756,1.5,401.4865,123.04223539966196
2006-07-01,3.8,175.48,,,166.67000000000002,89.6607877448819,67.33618959287561,79.48552516816599,247.06714285714284,0.1899479099903439,540.6204761904762,202.9,479.4095238095238,116.36028727263478,686.2833333333334,123.30725589559758,686.2833333333334,112.68930906551203,686.2833333333334,110.30045851963862,996.9071428571428,2.5,67.6504761904762,1.0,406.1566666666667,123.4009687353695
2006-08-01,3.8,174.97772727272726,,,166.49954545454543,89.79261035508058,68.77118826157958,80.03811367193555,249.62136363636364,0.0500139573834504,538.5272727272727,203.8,480.83409090909095,116.55265860904107,689.8036363636364,123.66280925218594,689.8036363636364,112.8454212701646,689.8036363636364,110.444413069846,1018.694090909091,2.6,67.55045454545454,1.3,410.8200000000001,123.7607479689001
2006-09-01,2.8,173.80684210526314,,,165.8857894736842,89.92443296527927,67.60620100643497,80.5907021757051,249.07263157894735,0.210031117156271,538.6526315789473,202.8,483.3415789473684,116.745347981196,686.4421052631578,124.01938783789372,686.4421052631578,113.00174974218665,686.4421052631578,110.58855549699248,1016.9384210526316,2.5,67.88421052631578,1.5,407.5521052631579,124.1215761496003
2006-10-01,2.1,171.42000000000002,,,163.9961904761905,90.05625557547795,66.04841909397248,81.14329067947465,247.2128571428572,0.329854330449843,530.9547619047619,201.9,470.7238095238096,116.93835591488856,669.9428571428571,124.37699460894322,669.9428571428571,113.15829478118047,669.9428571428571,110.73288604627862,995.6333333333332,2.5,67.18190476190476,1.4,399.8414285714286,124.48345633570707
2006-11-01,2.1,171.57999999999998,,,163.71238095238095,90.18807818567664,65.76129448104945,81.6958791832442,244.67,0.3098839091623949,527.4371428571428,202.0,464.5585714285714,117.131682936777,679.0185714285714,124.73563253008084,679.0185714285714,113.31505668716346,679.0185714285714,110.87740496322508,1007.2514285714284,2.8,67.06428571428572,1.9,407.2347619047619,124.84639159437386
2006-12-01,2.6,172.51052631578946,,,164.58368421052631,90.31990079587533,66.36078937952836,82.24846768701374,245.47473684210524,0.4799120865609289,527.5821052631578,203.1,457.8973684210526,117.32532957439037,696.5805263157895,125.09530457460184,696.5805263157895,113.47203576056856,696.5805263157895,111.02211249367294,1035.7147368421054,2.9,67.43315789473684,2.8,414.3173684210526,125.21038500169637
2007-01-01,2.8,175.2977272727273,,,169.345,90.451723406074,67.57974890387379,82.8010561907833,252.86727272727276,0.4401445479053819,540.51,203.437,459.9722727272727,117.51929635612969,702.42,125.45601372437484,702.42,113.6292323022449,702.42,111.16700888378408,1058.49,2.7,69.38818181818182,2.2,423.1790909090909,125.57543964273884
2007-02-01,2.7,174.803,,,170.009,90.88784211773384,68.26304246241303,83.76753846215105,258.73400000000004,0.4401193957114978,542.2665,204.226,463.063,117.7266892967837,708.9045,125.74370771382674,708.9045,113.76918046669108,708.9045,111.37771508554788,1062.0165000000002,2.7,69.955,2.7,424.221,125.81645511952766
2007-03-01,2.6,173.68727272727273,,,169.0563636363636,91.3239608293937,67.45688813375651,84.7340207335188,257.7568181818182,0.369960426364252,538.4877272727273,205.288,460.55,117.93444823547522,712.9568181818182,126.03206143914232,712.9568181818182,113.90930099425488,712.9568181818182,111.58882066032626,1048.5390909090909,2.9,69.5759090909091,3.3,426.595,126.05793317451028
2007-04-01,2.5,172.2415,,,167.4665,91.76007954105354,66.41205414096967,85.70050300488654,261.9925,0.250011329818563,532.301,205.904,468.4435,118.14257381810162,718.7025,126.32107641321868,718.7025,114.04959409722235,718.7025,111.80032636509178,1057.5435,2.7,68.8985,3.0,439.9325,126.29987469550755
2007-05-01,2.9,169.50666666666666,,,164.8152380952381,92.1961982527134,65.26840202359051,86.6669852762543,263.0628571428571,0.279902053117338,522.0161904761904,206.755,476.2290476190476,118.3510666917002,705.5380952380953,126.61075415242232,705.5380952380953,114.19005998814102,705.5380952380953,112.01223295825169,1035.7114285714288,2.5,67.99142857142857,3.4,430.47,126.54228057204448
2007-06-01,3.2,171.19238095238094,,,166.18523809523808,92.63231696437325,66.32442583456154,87.63346754762205,272.6771428571429,0.2798721228582419,526.7190476190476,207.234,494.257619047619,118.55992750445006,706.734761904762,126.90109617659702,706.734761904762,114.33069887982016,706.734761904762,112.2245411996508,1045.8347619047618,2.5,68.99952380952381,4.4,443.05047619047616,126.7851516953532
2007-07-01,3.8,167.022,,,164.4675,93.06843567603308,66.08692994630148,88.5999498189898,276.2215,0.240130667046276,519.8045,207.603,494.5395,118.7691569056742,712.845,127.19210400907188,712.845,114.4715109853312,712.845,112.43725185057406,1057.2505,2.0,68.604,5.6,450.352,127.0284889583764
2007-08-01,4.7,165.98363636363635,,,165.63772727272726,93.50455438769296,67.323655555108,89.56643209035755,267.7131818181818,0.4701415282963088,522.9227272727272,207.667,494.2722727272727,118.97875554584157,712.8554545454546,127.4837791766692,712.8554545454546,114.61249651800792,712.8554545454546,112.65036567374942,1052.4518181818182,2.0,69.0340909090909,6.5,434.705,127.27229325577063
2007-09-01,5.8,164.1405882352941,,,164.64882352941174,93.9406730993528,66.74267717916263,90.5329143617253,270.8094117647059,0.1800347422415869,516.9111764705882,208.547,501.6735294117648,119.1887240765689,717.3170588235294,127.77612320971268,717.3170588235294,114.7536556914469,717.3170588235294,112.8638834333505,1044.8858823529413,2.0,68.69647058823529,6.2,436.3135294117647,127.51656548390947
2007-10-01,6.5,158.79636363636362,,,165.91227272727272,94.37679181101264,65.50867093586463,91.49939663309306,278.3218181818182,0.3000137382528679,501.44272727272727,209.19,513.02,119.39906315062304,712.9059090909091,128.06913764203526,712.9059090909091,114.89498871950777,712.9059090909091,113.07780589499929,1024.3913636363636,2.3,66.82909090909091,6.5,449.59,127.761306540887
2007-11-01,7.4,161.7404761904762,,,168.99428571428572,94.8129105226725,66.68964556943834,92.4658789044608,287.4319047619048,0.3798185311462199,506.95142857142855,210.834,525.2828571428572,119.60977342192268,744.3057142857143,128.36282401098725,744.3057142857143,115.03649581631356,744.3057142857143,113.292133825769,1049.759523809524,2.2,68.3052380952381,6.9,454.2952380952381,128.00651732652088
2007-12-01,7.8,159.11,,,167.49,95.24902923433235,65.78736720420545,93.43236117582856,279.81,0.740167063118885,499.2768421052632,211.445,497.6015789473684,119.8208555455406,726.9268421052632,128.6571838574444,726.9268421052632,115.178177196251,726.9268421052632,113.50686799418668,1009.062105263158,2.3,67.68315789473684,6.5,435.52421052631576,128.25219874235586
2008-01-01,7.5,152.96318181818182,,,162.9759090909091,95.6851479459922,63.47891792758382,94.3988434471963,271.27318181818185,0.539972616981867,480.8963636363636,212.174,476.39090909090913,120.03231017770555,707.569090909091,128.952218725816,707.569090909091,115.32003307397088,707.569090909091,113.72200917023616,946.8377272727272,2.4,66.33318181818181,7.1,423.395,128.498351691667
2008-02-01,8.1,147.93571428571428,,,160.76142857142858,95.91927607009444,61.77996437902325,94.6620946190822,269.8047619047619,0.4901014794073539,467.2171428571429,212.687,467.0514285714286,120.26686371404529,688.6180952380952,129.38218263887092,688.6180952380952,115.58692556488546,688.6180952380952,113.9681451186057,917.7066666666668,2.6,65.17142857142856,8.7,425.7776190476191,128.9551519966877
2008-03-01,8.5,140.398,,,157.363,96.15340419419668,58.607885720594695,94.9253457909681,259.6935,0.4801020352702828,442.942,213.448,443.121,120.50187558832188,686.3815,129.81358017570025,686.3815,115.85443574207542,686.3815,114.2148137950331,886.633,2.6,62.584,8.3,409.2735,129.41357618649695
2008-04-01,8.3,141.00045454545457,,,162.78318181818182,96.38753231829892,60.32145202348413,95.188596962854,264.2990909090909,0.5499300416865059,446.4336363636364,213.942,440.2827272727272,120.73734669616744,703.7263636363637,130.24641611641945,703.7263636363637,116.12256503509144,703.7263636363637,114.46201635253637,884.1768181818181,3.0,63.785,8.5,415.1004545454545,129.87363003386193
2008-05-01,8.9,149.0995,,,168.13299999999998,96.62166044240116,64.48469225631615,95.4518481347399,283.1445,0.7900786492273159,470.1,215.208,470.076,120.97327793496416,731.3444999999999,130.6806952570821,731.3444999999999,116.39131487679262,731.3444999999999,114.70975394662904,923.925,3.3,67.4085,7.7,446.285,130.3353193320715
2008-06-01,9.5,162.02666666666667,,,171.08523809523808,96.8557885665034,68.87218209215466,95.7150993066258,304.87,0.7401187036536179,493.612380952381,217.463,486.0376190476191,121.2096702038478,768.0490476190477,131.11642240973345,768.0490476190477,116.66068670335432,768.0490476190477,114.9580277353257,970.845238095238,3.7,71.52238095238096,7.1,469.5166666666667,130.7986498950091
2008-07-01,9.5,166.265,,,176.0790909090909,97.08991669060563,71.06973990360832,95.9783504785117,315.5804545454546,0.5298181664053019,502.2413636363636,219.016,495.4018181818182,121.44652440371108,791.5409090909092,131.5536024024633,791.5409090909092,116.93068195427566,791.5409090909092,115.2068388791472,998.6340909090908,4.2,73.44045454545454,6.3,482.9072727272728,131.26362755722616
2008-08-01,9.3,170.384,,,179.2535,97.32404481470788,74.3387381471654,96.2416016503976,321.5345,0.280026421564501,516.702,218.69,491.4195,121.68384143720716,775.3439999999999,131.99224007945978,775.3439999999999,117.2013020723873,775.3439999999999,115.45618854112624,978.989,4.4,75.413,4.9,457.6265,131.73025817401523
2008-09-01,9.2,172.4715,,,178.82049999999998,97.55817293881012,76.36769188269552,96.5048528222835,298.5675,0.2599741427335079,530.17,218.877,501.418,121.9216222087531,763.076,132.4323403010629,763.076,117.47254850385916,763.076,115.70607788681272,954.208,4.8,77.554,4.6,436.119,132.19854762148404
2008-10-01,9.9,191.8186363636364,,,201.95136363636365,97.79230106291236,88.97309223851279,96.7681039941694,285.0486363636364,0.4501057119393279,618.3945454545454,216.995,526.7245454545455,122.15986762453322,824.3713636363635,132.87390794381852,824.3713636363635,117.74442269820813,824.3713636363635,115.95650808427924,1049.0804545454546,4.2,90.4809090909091,4.0,426.02,132.66850179662933
2008-11-01,8.9,195.9275,,,210.7015,98.0264291870146,93.17696428302382,97.0313551660553,288.585,0.360071388066517,651.5055,213.153,535.149,122.39857859250262,830.05,133.31694790053223,830.05,118.0169261083057,830.05,116.20748030412648,1000.156,3.8,95.397,2.4,428.2345,133.1401266174111
2008-12-01,7.1,190.0235,,,208.81,98.26055731111686,92.83699314086782,97.2946063379412,271.3945,0.280090682825036,649.3165,211.398,525.751,122.63775602239065,871.7239999999999,133.7614650803237,871.7239999999999,118.290060190386,871.7239999999999,116.45899571948884,968.132,3.0,94.705,1.2,433.3515,133.61342802282726
2009-01-01,6.3,180.0209523809524,,,197.88047619047617,98.4946854352191,89.1101687733629,97.5578575098271,269.63666666666666,0.479801995257272,623.0076190476191,211.933,509.1576190476191,122.87740082570426,828.8552380952381,134.20746440868098,828.8552380952381,118.56382640405327,828.8552380952381,116.71105550603964,900.6395238095238,2.9,91.12,1.0,422.25714285714287,134.08841197298827
2009-02-01,5.5,172.76,,,187.604,98.6201283156175,86.5771867282947,97.76136938400816,261.623,0.550100800209175,605.998,212.705,487.6655,122.90802356895082,776.5175,134.1752329818794,776.5175,118.57248011196164,776.5175,116.741428743684,873.5215000000001,3.1,88.63250000000001,-1.6,393.874,134.2847289803837
2009-03-01,5.0,162.54227272727272,,,186.66272727272727,98.74557119601592,84.56580045253,97.96488125818924,255.9590909090909,0.1998131883547168,592.9313636363636,212.495,469.1059090909091,122.9386539438074,772.4836363636364,134.1430092958162,772.4836363636364,118.58113445148476,772.4836363636364,116.77180988575148,840.8104545454545,2.8,86.72772727272728,-1.2,393.4459090909091,134.4813334128208
2009-04-01,4.5,158.0195238095238,,,188.84,98.87101407641433,83.28014665889845,98.1683931323703,263.76761904761906,0.4800977951696671,583.1757142857143,212.709,475.2028571428572,122.96929195217592,769.8161904761904,134.1107933486324,769.8161904761904,118.58978942266872,769.8161904761904,116.80219893429914,857.2461904761903,2.3,85.36,-1.5,416.2061904761905,134.67822569111456
2009-05-01,3.0,151.97315789473683,,,188.78473684210525,98.99645695681274,80.64505329671374,98.37190500655136,272.92526315789473,0.4699877320628059,565.717894736842,213.022,490.1594736842106,122.99993759595874,771.0652631578947,134.0785851384694,771.0652631578947,118.59844502555964,771.0652631578947,116.8325958913846,870.4752631578947,2.1,82.90052631578946,-1.4,431.44578947368416,134.8754062366962
2009-06-01,1.9,147.02190476190475,,,185.1533333333333,99.12189983721116,78.69658877276382,98.57541688073243,282.7419047619048,0.3598898682884288,553.08,214.79,493.35333333333335,123.03059087705871,775.2014285714286,134.04638466346907,775.2014285714286,118.60710126020358,775.2014285714286,116.863000759066,904.3657142857144,1.7,80.93428571428572,-1.7,443.16238095238094,135.07287547161388
2009-07-01,0.3,142.01136363636363,,,179.6540909090909,99.24734271760954,77.15330846232719,98.7789287549135,279.2409090909091,0.2399649489400209,540.4204545454545,214.726,479.82954545454544,123.06125179737916,760.4113636363636,134.01419192177372,760.4113636363636,118.6157581266467,760.4113636363636,116.893413539402,884.305,1.6,79.10272727272728,-1.8,434.0436363636363,135.27063381853372
2009-08-01,-1.0,142.53714285714284,,,185.3547619047619,99.37278559800797,78.11002773350732,98.98244062909455,296.6404761904762,0.1499552823933769,546.8842857142857,215.445,503.2095238095238,123.0919203588239,779.9980952380953,133.9820069115261,779.9980952380953,118.6244156249351,779.9980952380953,116.92383423445185,905.0190476190476,1.4,80.04333333333334,-1.2,456.56619047619046,135.46868170074066
2009-09-01,-1.1,142.96285714285713,,,188.59047619047615,99.49822847840636,78.42644174855917,99.18595250327564,300.9195238095238,0.2400392119999588,549.0709523809523,215.861,506.9604761904762,123.12259656329718,798.4695238095238,133.94982963086943,798.4695238095238,118.63307375511488,798.4695238095238,116.95426284627524,896.5761904761904,1.0,80.40904761904761,-0.8,471.9319047619048,135.66701954213931
2009-10-01,-1.9,142.68190476190478,,,190.24809523809523,99.62367135880476,77.97141946012073,99.3894643774567,314.1,0.2799891487459069,545.8328571428572,216.509,517.645238095238,123.15328041270377,808.2480952380952,133.91766007794735,808.2480952380952,118.64173251723216,808.2480952380952,116.9846993769325,883.547619047619,1.2,79.95428571428572,-0.5,493.9485714285714,135.86564776725498
2009-11-01,-2.3,133.31333333333333,,,176.0261904761905,99.74911423920318,72.18609008318889,99.59297625163777,293.6928571428572,0.4101276138120739,507.7814285714286,217.234,478.8919047619048,123.18397190894888,756.5371428571428,133.885498250904,756.5371428571428,118.6503919113331,756.5371428571428,117.01514382848444,842.3833333333333,1.5,74.3752380952381,0.6,466.3128571428571,136.0645668012345
2009-12-01,-1.4,131.84449999999998,,,174.30599999999998,99.8745571196016,71.71440945490787,99.79648812581884,286.3975,0.3698689825609579,501.45,217.347,475.4810000000001,123.2146710539382,732.95,133.85334414788386,732.95,118.6590519374638,732.95,117.04559620299244,814.6385,2.1,73.4445,1.9,452.575,136.2637770698471
2010-01-01,-1.3,131.763,,,175.2445,100.0,71.4485318645077,99.9999999999999,282.1485,0.749936207370771,500.6625,217.488,480.1415,123.24537784957792,715.6569999999999,133.82119776703195,715.6569999999999,118.6677125956704,715.6569999999999,117.07605650251834,808.9925000000001,2.6,73.338,1.5,457.02650000000006,136.46327899948545
2010-02-01,0.3,138.4735,,,186.6575,100.28077591277815,76.06284807804161,100.82370534985309,288.5975,0.779877772003345,532.557,217.281,503.946,123.42640095695025,729.2745,134.02027746722965,729.2745,118.8180726743552,729.2745,117.18320696058916,834.0604999999999,2.1,77.9855,2.7,471.8265,136.79079255756557
2010-03-01,0.3,135.55347826086955,,,184.2821739130435,100.56155182555634,74.58346350026284,101.64741069970626,292.8669565217391,0.519920494267169,523.1626086956521,217.353,510.6626086956522,123.607689951498,710.2208695652174,134.219653329229,710.2208695652174,118.96862326950628,710.2208695652174,117.2904554850026,787.7904347826087,2.4,76.63913043478261,2.4,476.7926086956522,137.11909215223744
2010-04-01,0.9,134.4257142857143,,,183.38047619047617,100.8423277383345,74.21147352647594,102.47111604955944,296.2014285714286,0.570155786301971,520.6242857142857,217.403,518.1138095238096,123.78924522375692,699.3014285714286,134.41932579361642,699.3014285714286,119.11936462252096,699.3014285714286,117.39780216551095,798.4857142857143,2.7,76.27238095238096,2.8,482.21476190476193,137.44817966999864
2010-05-01,1.5,136.84099999999998,,,187.466,101.12310365111269,76.46985092966449,103.2948213994126,294.747,0.4300353197176949,533.2065,217.29,513.3255,123.97106716483634,670.851,134.6192953016338,670.851,119.27029697510244,670.851,117.5052470919488,783.8615,2.5,78.096,3.1,466.191,137.77805700187432
2010-06-01,1.2,136.8538095238095,,,189.18523809523808,101.40387956389084,76.64655725086492,104.11852674926578,296.5,0.0,536.6680952380952,217.199,516.5780952380952,124.15315616642008,655.1690476190475,134.8195622951794,655.1690476190475,119.4214205692602,655.1690476190475,117.61279035423284,789.7966666666666,2.4,78.6704761904762,2.9,456.8804761904762,138.1087260434281
2010-07-01,2.3,135.2342857142857,,,188.3685714285714,101.684655476669,75.6435125517181,104.94223209911895,300.31142857142856,0.0099654744530363,531.7214285714285,217.605,509.00428571428574,124.33551262076726,677.9542857142858,135.02012721680887,677.9542857142858,119.57273564731034,677.9542857142858,117.72043204236208,811.2895238095239,2.3,78.46333333333334,3.3,464.9447619047619,138.44018869477304
2010-08-01,2.6,129.4340909090909,,,181.77318181818185,101.96543138944716,72.77173519346378,105.76593744897212,289.6618181818182,0.0398579257806878,509.3240909090909,217.923,490.3240909090909,124.51813692071312,658.0236363636363,135.22099050973628,658.0236363636363,119.72424245187602,658.0236363636363,117.82817224641794,798.215,2.4,75.05636363636364,3.5,459.0695454545455,138.77244686058245
2010-09-01,1.9,125.039,,,177.01299999999998,102.24620730222532,71.28876302199052,106.58964279882532,286.986,0.449829546732462,493.933,218.275,477.072,124.70102945966993,644.4390000000001,135.422152617835,644.4390000000001,119.8759412258878,644.4390000000001,117.93601105656424,768.2695,2.4,73.192,3.6,461.564,139.1055024501009
2010-10-01,2.0,122.363,,,173.4545,102.5269832150035,69.96871274325366,107.41334814867848,287.5845,0.7500903626982768,484.0415,219.035,475.0355,124.88419063162776,671.972,135.62361398563877,671.972,120.02783221258402,671.972,118.04394856304737,766.595,2.5,72.598,4.4,474.5505,139.43935737715512
2010-11-01,2.5,121.62190476190476,,,172.02761904761903,102.80775912778168,69.844407842749,108.23705349853164,281.61238095238093,0.829909770330251,482.31666666666666,219.59,476.38238095238097,125.06762083115544,659.3171428571428,135.8253750583426,659.3171428571428,120.17991565551128,659.3171428571428,118.15198485619624,770.1852380952381,2.6,72.51952380952382,5.1,477.0819047619048,139.77401356016512
2010-12-01,3.0,119.43285714285716,,,168.71380952380952,103.08853504055983,69.09131088063874,109.06075884838484,279.8666666666667,0.630061589228813,474.77809523809526,220.472,470.64952380952377,125.25132045340132,626.8990476190477,136.0274362818038,626.8990476190477,120.33219179852472,626.8990476190477,118.26012002642253,740.1033333333334,3.1,71.37285714285714,4.6,470.9004761904762,140.1094729221551
2011-01-01,2.7,123.03809523809524,,,175.65571428571428,103.369310953338,70.70281289025525,109.884464198238,292.31142857142856,0.830128696544632,489.4409523809524,221.187,492.4838095238095,125.43528989409414,653.1738095238095,136.22979810254304,653.1738095238095,120.48466088578851,653.1738095238095,118.36835416422056,771.08,3.4,74.14714285714285,4.9,487.9590476190476,140.44573739076455
2011-02-01,2.7,118.376,,,171.7205,103.68038478190924,68.86964672443851,110.2979597038515,285.2895,0.8000198608499159,475.691,221.898,480.793,125.73570471098851,649.603,136.5874259707482,649.603,120.6946488924078,649.603,118.57112834998082,766.7445,3.7,72.2375,4.9,479.2595,140.82667890826053
2011-03-01,3.4,118.92173913043476,,,172.69956521739132,103.9914586104805,69.52650763891144,110.711455209465,289.0234782608696,0.7899759867003457,479.6521739130435,223.046,491.0095652173913,126.03683901489715,671.4252173913044,136.94599267681335,671.4252173913044,120.905002878917,671.4252173913044,118.77424990367318,775.2721739130434,3.5,73.04086956521739,5.4,484.6021739130435,141.2086536820336
2011-04-01,3.2,116.0155,,,167.54999999999998,104.30253243905176,68.13928732876202,111.12495071507853,296.8742105263158,0.7700390364890329,471.32,224.093,491.426,126.33869452897596,680.0085,137.30550068535774,680.0085,121.11572348316813,680.0085,118.97771942036589,770.008,3.8,72.162,5.3,497.4695,141.59166451466237
2011-05-01,3.3,114.62090909090908,,,168.4131818181818,104.613606267623,67.57292097662096,111.538446220692,290.39,0.4701324918840559,467.7286363636364,224.806,483.675,126.64127298050776,671.2463636363636,137.66595246747067,671.2463636363636,121.32681134412492,671.2463636363636,119.18153749614656,764.8690909090909,3.8,72.00590909090909,5.5,500.1109090909091,141.97571421632702
2011-06-01,3.4,114.72428571428571,,,169.8842857142857,104.92468009619424,67.92962638333617,111.9519417263055,295.7552380952381,0.1499435825956899,469.4119047619048,224.806,480.4652380952381,126.94457610091216,675.657619047619,138.02735050072857,675.657619047619,121.53826710186472,675.657619047619,119.38570472812404,762.3776190476191,3.6,72.49761904761905,6.4,498.1838095238096,142.36080560483006
2011-07-01,2.9,112.30571428571427,,,168.8647619047619,105.2357539247655,67.02087849268669,112.365437231919,296.1719047619048,0.1599614405567069,462.9371428571429,225.395,484.18142857142857,127.24860562575552,661.5628571428572,138.3896972692118,661.5628571428572,121.7500913975805,661.5628571428572,119.59022171442996,746.7704761904762,3.8,71.67142857142856,6.5,498.26238095238097,142.7469415056169
2011-08-01,3.2,112.10318181818182,,,170.46681818181818,105.54682775333676,66.93797724483454,112.7789327375325,292.99636363636364,0.369940388467483,466.7904545454545,226.106,476.1931818181818,127.5533632947608,669.0759090909091,138.75299526352208,669.0759090909091,121.96228487358266,669.0759090909091,119.79508905422072,763.9231818181819,3.9,72.855,6.2,490.825,143.1341247517966
2011-09-01,3.3,115.11904761904762,,,176.39761904761903,105.857901581908,69.89472550026119,113.192428243146,279.42904761904765,0.530091455009633,483.69380952380953,226.597,483.5657142857143,127.8588508518176,667.3919047619047,139.11724698079925,667.3919047619047,122.17484817330109,667.3919047619047,120.000307347679,764.4585714285715,4.5,75.69761904761906,6.1,496.0742857142857,143.52235818416273
2011-10-01,3.7,121.31736842105263,,,187.19473684210524,106.16897541047923,73.98406097979269,113.6059237487595,286.77315789473687,0.4301235524688378,511.7442105263158,226.75,499.7852631578948,128.16507004499206,700.0273684210526,139.48245492473868,700.0273684210526,122.3877819412871,700.0273684210526,120.20587719601576,804.6826315789473,4.3,80.34684210526315,5.5,516.2831578947369,143.9116446512141
2011-11-01,3.9,119.39571428571428,,,187.99809523809523,106.4800492390505,73.087042309571,114.019419254373,285.02238095238096,0.5199924019374909,508.4376190476191,227.169,496.56619047619046,128.47202262653693,690.6080952380953,139.84862160560837,690.6080952380953,122.60108682321535,690.6080952380953,120.41179920147174,804.0052380952382,4.1,80.00047619047619,4.2,514.1680952380952,144.30198700917575
2011-12-01,4.4,120.66857142857144,,,192.0452380952381,106.79112306762175,75.98019167101793,114.4329147599865,281.4771428571429,0.499881894413612,517.1719047619048,227.223,505.3119047619047,128.77971035290156,680.9780952380952,140.21574954026624,680.9780952380952,122.81476346588585,680.9780952380952,120.61807396731948,806.6309523809524,3.7,81.44238095238094,4.1,523.5419047619047,144.69338812201988
2012-01-01,4.2,116.1509090909091,,,186.57636363636365,107.102196896193,74.02260667022556,114.8464102656,279.64045454545453,0.5599739109741259,501.33954545454543,227.842,494.3845454545454,129.08813498474194,646.6377272727273,140.5838412521774,646.6377272727273,123.02881251722582,646.6377272727273,120.82470209786491,777.2363636363636,3.2,79.42772727272728,4.5,520.6759090909092,145.08585086148685
2012-02-01,4.4,110.82619047619048,,,179.8738095238095,107.34923674048918,71.16566438886503,115.39541441150732,280.3533333333333,0.4499253532936698,481.48857142857145,228.329,482.7133333333333,129.25005990060114,636.7257142857143,140.86724941355865,636.7257142857143,123.22739205036746,636.7257142857143,121.02509322817082,760.5942857142857,3.1,76.42,3.2,516.3504761904762,145.29727710747937
2012-03-01,3.8,111.49590909090908,,,182.24727272727276,107.59627658478534,71.8646630481839,115.94441855741466,271.455,0.2099942120708679,485.3954545454546,228.807,488.74727272727273,129.4121879310098,641.1686363636363,141.15122890792685,641.1686363636363,123.42629210867858,641.1686363636363,121.22581671274207,768.1045454545455,3.1,76.88954545454546,3.6,511.8313636363637,145.50901145420832
2012-04-01,3.5,110.604,,,183.204,107.84331642908153,71.16417547305126,116.493422703322,262.5815,0.639981888947911,486.001,229.187,489.31000000000006,129.5745193307497,640.1,141.43578088705326,640.1,123.62551320951552,640.1,121.42687310279752,777.653,2.8,77.09349999999999,3.4,502.9055,145.72105435065328
2012-05-01,3.1,111.81380952380952,,,186.42,108.09035627337768,72.82647296249958,117.04242684922932,251.50238095238095,0.3599176342336979,497.08809523809526,228.713,492.5147619047619,129.7370543549222,636.3980952380953,141.72090650503105,636.3980952380953,123.82505587106976,636.3980952380953,121.62826295047012,791.9142857142857,2.5,78.62809523809524,3.0,496.19952380952384,145.93340624644804
2012-06-01,2.7,112.54476190476193,,,189.30523809523808,108.33739611767383,73.81022660203861,117.59143099513666,246.8342857142857,0.0798864348235955,505.6280952380953,228.524,491.6304761904762,129.8997932589487,633.4871428571429,142.00660691828003,633.4871428571429,124.02492061236904,633.4871428571429,121.82998680880868,785.8185714285713,2.3,79.45,2.2,503.6761904761905,146.1460675918817
2012-07-01,2.5,108.1615,,,186.7855,108.58443596197,71.77109805139702,118.140435141044,242.4515,0.43012358156842,491.9345,228.59,484.9875,130.06273629857097,604.7665,142.2928832855512,604.7665,124.225107953279,604.7665,122.03204523177912,766.7909999999999,2.4,77.2125,1.8,506.474,146.35903883789948
2012-08-01,2.6,104.41181818181818,,,183.9386363636364,108.83147580626616,70.24126851633649,118.68943928695134,237.19272727272727,0.4099837035766539,480.99409090909097,229.918,484.03545454545457,130.22588372985155,596.2399999999999,142.57973676793156,596.2399999999999,124.42561841450431,596.2399999999999,122.2344387742662,755.6827272727273,2.3,75.62954545454545,2.0,503.9018181818182,146.5723204361038
2012-09-01,2.8,101.81529411764706,,,182.5141176470588,109.07851565056234,69.2550911807499,119.23844343285867,234.32647058823528,0.57003906561427,474.9717647058824,231.015,484.9305882352941,130.3892358091743,608.9894117647059,142.8671685288488,608.9894117647059,124.62645251759017,608.9894117647059,122.437167992075,763.6270588235294,2.1,75.08470588235295,1.9,493.2817647058824,146.78591283875517
